Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Regional indicator_Central and Eastern Europe,Regional indicator_Commonwealth of Independent States,Regional indicator_East Asia,Regional indicator_Latin America and Caribbean,Regional indicator_Middle East and North Africa,Regional indicator_North America and ANZ,Regional indicator_South Asia,Regional indicator_Southeast Asia,Regional indicator_Sub-Saharan Africa,Regional indicator_Western Europe
8.818,0.921,65.1,0.97,0.318,0.52,0.825,0.209,False,True,False,False,False,False,False,False,False,False
9.017,0.755,54.6,0.375,-0.168,0.834,0.579,0.368,False,False,False,False,False,False,False,False,True,False
6.635,0.49,53.4,0.626,-0.024,0.607,0.656,0.251,False,False,False,False,False,False,False,False,True,False
11.266,0.943,72.2,0.905,0.216,0.337,0.833,0.213,False,False,False,False,False,False,False,False,False,True
10.403,0.936,68.0,0.936,0.043,0.708,0.652,0.307,True,False,False,False,False,False,False,False,False,False
7.817,0.798,44.26,0.721,-0.006,0.785,0.701,0.226,False,False,False,False,False,False,False,False,True,False
8.09,0.76,49.5,0.794,-0.03,0.867,0.681,0.268,False,False,False,False,False,False,False,False,True,False
9.342,0.779,66.78,0.42,-0.013,0.953,0.548,0.338,True,False,False,False,False,False,False,False,False,False
10.757,0.936,72.68,0.916,0.316,0.406,0.851,0.263,False,False,False,False,False,True,False,False,False,False
10.814,0.947,70.4,0.901,0.2744999999999999,0.571,0.869,0.233,False,False,False,False,False,False,False,False,False,True
10.071,0.882,70.0,0.742,-0.044,0.83,0.809,0.3,False,False,False,True,False,False,False,False,False,False
10.184,0.896,68.9,0.811,0.018,0.814,0.869,0.226,False,False,False,True,False,False,False,False,False,False
10.811,0.94,73.6,0.916,0.146,0.405,0.759,0.187,False,False,False,False,False,True,False,False,False,False
10.638,0.869,72.88,0.57,0.113,0.908,0.67,0.388,False,False,False,False,False,False,False,False,False,True
9.788,0.876,66.5,0.778,-0.048,0.693,0.84,0.215,False,False,False,True,False,False,False,False,False,False
6.88,0.83,51.22,0.48,0.012,0.913,0.589,0.187,False,False,False,False,False,False,False,False,True,False
7.671,0.685,55.0,0.719,0.44,0.691,0.804,0.379,False,False,False,False,False,False,False,False,True,False
9.332,0.845,61.68,0.46,-0.241,0.962,0.583,0.189,False,True,False,False,False,False,False,False,False,False
10.339,0.852,71.56,0.528,-0.316,0.941,0.591,0.323,False,False,False,False,False,False,False,False,False,True
9.85,0.836,68.66,0.744,0.168,0.634,0.804,0.348,False,False,False,True,False,False,False,False,False,False
9.136,0.66,65.2,0.459,-0.176,0.891,0.51,0.426,False,True,False,False,False,False,False,False,False,False
8.542,0.875,56.1,0.447,0.055,0.715,0.82,0.194,False,False,False,False,False,False,False,False,True,False
9.772,0.708,65.44,0.655,-0.004,0.921,0.499,0.409,False,False,False,False,True,False,False,False,False,False
7.484,0.748,58.68,0.894,-0.023,0.078,0.763,0.134,False,False,False,False,False,False,False,False,True,False
9.542,0.887,66.5,0.611,-0.169,0.828,0.759,0.374,False,False,False,True,False,False,False,False,False,False
8.5,0.914,63.5,0.814,0.056,0.917,0.778,0.126,False,True,False,False,False,False,False,False,False,False
10.434,0.887,72.4,0.877,-0.261,0.88,0.679,0.318,False,False,False,False,False,False,False,False,False,True
8.277,0.479,55.0,0.396,0.089,0.794,0.683,0.31,False,False,False,False,False,False,True,False,False,False
9.1235,0.88,61.9985,0.746,-0.147,0.513,0.819,0.112,False,False,False,False,True,False,False,False,False,False
8.44,0.805,66.18,0.889,0.201,0.789,0.665,0.218,False,False,False,False,False,False,False,True,False,False
10.613,0.882,68.68,0.63,-0.03,0.846,0.814,0.094,False,False,True,False,False,False,False,False,False,False
8.46,0.647,56.4,0.751,0.09,0.894,0.668,0.305,False,False,False,False,False,False,False,False,True,False
8.673,0.614,59.3,0.82,0.046,0.765,0.695,0.346,False,False,False,False,False,False,True,False,False,False
9.359,0.759,67.24,0.632,-0.127,0.863,0.634,0.338,True,False,False,False,False,False,False,False,False,False
9.904,0.917,68.42,0.888,-0.043,0.586,0.826,0.253,False,False,False,True,False,False,False,False,False,False
8.126,0.88,64.4,0.784,-0.045,0.49,0.729,0.178,False,True,False,False,False,False,False,False,False,False
10.371,0.875,72.8,0.913,-0.238,0.867,0.648,0.383,False,False,False,False,False,False,False,False,False,True
9.158,0.9,64.28,0.718,0.027,0.857,0.832,0.186,False,False,False,True,False,False,False,False,False,False
9.114,0.834,60.84,0.77,0.354,0.962,0.897,0.229,False,False,False,False,False,False,False,True,False,False
10.136,0.836,63.52,0.7,-0.167,0.924,0.673,0.247,True,False,False,False,False,False,False,False,False,False
10.571,0.958,72.36,0.944,0.237,0.312,0.835,0.151,False,False,False,False,False,True,False,False,False,False
8.23,0.757,57.38,0.775,0.689,0.638,0.803,0.217,False,False,False,False,False,False,False,True,False,False
8.249,0.777,58.3,0.793,0.221,0.853,0.702,0.172,False,False,False,False,False,False,False,False,True,False
9.6,0.86,53.68,0.813,-0.25,0.816,0.739,0.16,False,False,False,False,False,False,False,False,True,False
9.717,0.932,65.7,0.768,-0.155,0.754,0.862,0.13,False,False,False,True,False,False,False,False,False,False
9.213,0.744,59.94,0.611,-0.1,0.801,0.642,0.339,False,False,False,False,True,False,False,False,False,False
8.653,0.797,67.4,0.846,0.063,0.815,0.85,0.279,False,False,False,True,False,False,False,False,False,False
10.908,0.906,72.7,0.89,0.133,0.518,0.748,0.18,False,False,False,False,False,False,False,False,False,True
7.158,0.744,54.706,0.882,0.061,0.684,0.623,0.3335,False,False,False,False,False,False,False,False,True,False
8.729,0.934,64.1,0.647,0.008,0.743,0.558,0.225,False,False,False,False,True,False,False,False,False,False
8.523,0.621,49.5,0.713,-0.05,0.791,0.682,0.386,False,False,False,False,False,False,False,False,True,False
8.016,0.754,55.0,0.753,-0.098,0.751,0.806,0.224,False,False,False,False,False,False,False,False,True,False
10.459,0.958,69.0,0.954,-0.082,0.398,0.807,0.188,True,False,False,False,False,False,False,False,False,False
11.595,0.934,71.88,0.962,0.106,0.388,0.836,0.2,False,False,False,False,False,False,False,False,False,True
9.076,0.83,62.0,0.917,-0.097,0.742,0.805,0.341,False,False,False,False,False,False,False,True,False,False
10.623,0.937,72.8,0.927,0.266,0.278,0.833,0.207,False,False,False,False,False,True,False,False,False,False
8.58,0.727,57.586,0.807,0.123,0.848,0.703,0.217,False,False,False,False,False,False,False,False,True,False
9.909,0.803,65.28,0.78,0.044,0.884,0.815,0.186,False,False,False,False,False,False,False,True,False,False
10.189,0.77,69.6,0.716,-0.104,0.892,0.655,0.316,True,False,False,False,False,False,False,False,False,False
8.556,0.798,57.3,0.628,-0.102,0.743,0.692,0.26,False,False,False,False,False,False,False,False,True,False
10.851,0.925,73.6,0.912,0.011,0.464,0.769,0.206,False,False,False,False,False,False,False,False,False,True
7.146,0.303,51.58,0.584,-0.07,0.832,0.48,0.395,False,False,False,False,False,False,False,False,True,False
10.576,0.82,73.898,0.795,0.012,0.626,0.644,0.319,False,False,False,False,False,False,False,False,False,True
8.082,0.555,52.2,0.526,-0.098,0.7765,0.573,0.298,False,False,False,False,False,False,False,False,True,False
8.458,0.651,58.709,0.726,0.098,0.787,0.628,0.3305,False,False,False,False,False,False,True,False,False,False
10.383,0.754,70.8,0.524,-0.102,0.771,0.643,0.239,False,False,True,False,False,False,False,False,False,False
9.644,0.829,57.52,0.607,-0.198,0.782,0.539,0.293,False,False,False,False,False,False,False,False,True,False
9.74,0.902,70.1,0.929,0.046,0.794,0.897,0.263,False,False,False,True,False,False,False,False,False,False
7.369,0.57,56.82,0.829,-0.039,0.161,0.665,0.154,False,False,False,False,False,False,False,False,True,False
10.539,0.806,74.1,0.763,0.054,0.816,0.759,0.284,False,False,False,False,False,False,False,False,False,True
9.576,0.858,61.4,0.667,-0.225,0.695,0.596,0.235,False,True,False,False,False,False,False,False,False,False
10.558,0.938,73.44,0.796,-0.09,0.809,0.731,0.207,False,False,True,False,False,False,False,False,False,False
10.743,0.891,66.603,0.877,-0.149,0.684,0.732,0.266,False,False,False,False,True,False,False,False,False,False
8.149,0.646,50.3,0.791,0.049,0.868,0.651,0.346,False,False,False,False,False,False,False,False,True,False
7.141,0.666,51.2,0.813,0.089,0.632,0.564,0.34,False,False,False,False,False,False,False,False,True,False
9.832,0.759,67.04,0.739,-0.165,0.615,0.79,0.223,False,False,False,True,False,False,False,False,False,False
10.91,0.845,66.3,0.841,-0.075,0.56,0.688,0.315,False,False,False,False,True,False,False,False,False,False
10.347,0.896,65.32,0.712,-0.246,0.743,0.666,0.176,True,False,False,False,False,False,False,False,False,False
10.248,0.9,66.8,0.554,-0.187,0.924,0.666,0.243,True,False,False,False,False,False,False,False,False,False
7.829,0.717,56.8,0.643,-0.009,0.789,0.703,0.346,False,False,False,False,False,False,False,False,True,False
7.987,0.857,63.5,0.703,0.01,0.632,0.644,0.22,False,True,False,False,False,False,False,False,False,False
9.304,0.943,61.4,0.752,0.146,0.909,0.627,0.17,False,False,True,False,False,False,False,False,False,False
10.567,0.826,73.7,0.794,-0.022,0.848,0.75,0.298,False,False,False,False,False,False,False,False,False,True
10.353,0.856,71.0,0.875,-0.173,0.962,0.725,0.279,False,False,False,False,False,False,False,False,False,True
9.022,0.816,60.4,0.7,0.448,0.954,0.837,0.218,False,False,False,False,False,False,False,True,False,False
9.348,0.799,65.9,0.583,-0.146,0.759,0.591,0.293,False,False,False,False,True,False,False,False,False,False
9.418,0.946,62.5,0.711,0.149,0.873,0.707,0.167,False,False,True,False,False,False,False,False,False,False
9.371,0.559,64.98,0.722,-0.254,0.349,0.595,0.2,False,True,False,False,False,False,False,False,False,False
8.95,0.821,61.7,0.908,-0.071,0.792,0.821,0.29,False,False,False,False,False,False,False,True,False,False
9.3,0.837,63.6,0.557,-0.047,0.969,0.621,0.275,False,True,False,False,False,False,False,False,False,False
9.898,0.839,59.2,0.727,-0.221,0.899,0.675,0.16,False,True,False,False,False,False,False,False,False,False
8.464,0.795,58.7,0.886,0.65,0.619,0.746,0.282,False,False,False,False,False,False,False,True,False,False
11.079,0.947,72.78,0.945,0.139,0.323,0.859,0.176,False,False,False,False,False,False,False,False,False,True
7.098,0.641,53.78,0.806,0.018,0.693,0.703,0.1995,False,False,False,False,False,False,False,False,True,False
10.657,0.949,71.38,0.9,0.336,0.438,0.844,0.174,False,False,False,False,False,False,False,False,False,True
10.642,0.94,71.3,0.895,-0.123,0.688,0.769,0.225,False,False,False,False,False,False,False,False,False,True
9.71,0.924,67.86,0.825,-0.118,0.544,0.793,0.255,False,False,False,True,False,False,False,False,False,False
9.965,0.74,65.64,0.645,-0.112,0.959,0.556,0.343,True,False,False,False,False,False,False,False,False,False
7.157,0.678,53.2,0.823,-0.03,0.682,0.648,0.353,False,False,False,False,False,False,False,False,True,False
9.541,0.832,64.942,0.641,0.025,0.861,0.578,0.331,True,False,False,False,False,False,False,False,False,False
9.088,0.895,63.62,0.691,0.066,0.841,0.816,0.303,False,False,False,True,False,False,False,False,False,False
8.383,0.822,62.25,0.504,-0.117,0.752,0.628,0.381,False,False,False,False,True,False,False,False,False,False
10.933,0.92,68.22,0.872,0.197,0.633,0.829,0.232,False,False,False,False,False,True,False,False,False,False
10.939,0.925,68.64,0.792,0.274,0.747,0.814,0.26,False,False,False,False,False,True,False,False,False,False
10.712,0.936,71.7,0.833,0.3,0.456,0.798,0.219,False,False,False,False,False,False,False,False,False,True
10.858,0.906,71.6,0.871,0.148,0.446,0.738,0.187,False,False,False,False,False,False,False,False,False,True
9.184,0.54,64.8,0.558,-0.248,0.46,0.502,0.243,False,True,False,False,False,False,False,False,False,False
8.365,0.674,61.3,0.702,0.26,0.837,0.733,0.297,False,False,False,False,False,False,False,False,True,False
9.259,0.931,64.74,0.748,0.2,0.774,0.837,0.213,False,False,False,True,False,False,False,False,False,False
10.873,0.903,72.5,0.875,0.011,0.46,0.776,0.203,False,False,False,False,False,False,False,False,False,True
9.878,0.721,65.2,0.678,0.073,0.949,0.525,0.341,False,False,False,False,True,False,False,False,False,False
10.691,0.831,69.6,0.677,0.005,0.821,0.845,0.136,False,False,True,False,False,False,False,False,False,False
9.1235,0.594,50.0,0.917,-0.147,0.441,0.891,0.193,False,False,False,False,True,False,False,False,False,False
7.988,0.434,53.1,0.733,-0.027,0.85,0.592,0.373,False,False,False,False,False,False,False,False,True,False
8.904,0.92,59.28,0.484,0.068,0.962,0.586,0.173,False,False,True,False,False,False,False,False,False,False
10.783,0.818,65.2,0.762,-0.073,0.5065,0.705,0.313,False,False,False,False,True,False,False,False,False,False
6.832,0.77,50.78,0.557,-0.035,0.807,0.634,0.23,False,False,False,False,False,False,False,False,True,False
8.271,0.373,55.4,0.335,0.1,0.848,0.655,0.321,False,False,False,False,False,False,True,False,False,False
9.441,0.902,65.5,0.891,0.003,0.81,0.903,0.232,False,False,False,True,False,False,False,False,False,False
7.978,0.782,48.64,0.696,-0.096,0.917,0.728,0.123,False,False,False,False,False,False,False,False,True,False
8.659,0.952,64.0,0.954,0.061,0.536,0.805,0.106,False,True,False,False,False,False,False,False,False,False
9.826,0.932,65.78,0.804,-0.193,0.743,0.858,0.176,False,False,False,True,False,False,False,False,False,False
9.27,0.756,66.48,0.773,-0.123,0.824,0.78,0.331,False,False,False,True,False,False,False,False,False,False
9.853,0.91,66.253,0.65,-0.18,0.627,0.567,0.216,False,True,False,False,False,False,False,False,False,False
7.637,0.754,54.9,0.739,0.132,0.811,0.668,0.41,False,False,False,False,False,False,False,False,True,False
9.026,0.826,64.5,0.915,-0.059,0.8,0.846,0.308,False,False,False,True,False,False,False,False,False,False
8.989,0.875,65.34,0.668,-0.071,0.895,0.697,0.42,False,False,False,True,False,False,False,False,False,False
10.595,0.9,74.8,0.836,-0.062,0.698,0.76,0.192,False,False,True,False,False,False,False,False,False,False
10.912,0.823,66.1,0.822,0.082,0.56,0.723,0.324,False,False,False,False,True,False,False,False,False,False
7.923,0.523,52.26,0.769,-0.111,0.806,0.583,0.231,False,False,False,False,False,False,False,False,True,False
8.146,0.655,57.3,0.778,-0.131,0.763,0.599,0.382,False,False,False,False,False,False,False,False,True,False
9.972,0.893,67.0,0.843,-0.037,0.772,0.767,0.138,False,False,False,False,False,False,False,False,True,False
11.033,0.947,72.9,0.948,0.257,0.299,0.843,0.209,False,False,False,False,False,False,False,False,False,True
9.609,0.873,68.1,0.722,0.079,0.963,0.633,0.238,True,False,False,False,False,False,False,False,False,False
10.935,0.881,66.42,0.889,0.071,0.347,0.763,0.216,False,False,False,False,True,False,False,False,False,False
10.085,0.955,67.3,0.795,0.002,0.905,0.737,0.234,True,False,False,False,False,False,False,False,False,False
8.934,0.832,67.9,0.909,-0.041,0.808,0.692,0.191,False,False,False,False,False,False,False,True,False,False
7.718,0.741,51.2,0.753,-0.069,0.863,0.742,0.393,False,False,False,False,False,False,False,False,True,False
10.643,0.798,73.6,0.6,-0.089,0.797,0.661,0.217,False,False,True,False,False,False,False,False,False,False
10.493,0.903,72.52,0.681,0.153,0.862,0.665,0.319,False,False,False,False,True,False,False,False,False,False
9.98,0.917,69.0,0.876,-0.097,0.683,0.877,0.275,False,False,False,True,False,False,False,False,False,False
10.258,0.936,70.8,0.739,-0.137,0.932,0.551,0.269,True,False,False,False,False,False,False,False,False,False
9.608,0.653,55.48,0.772,-0.211,0.851,0.591,0.264,False,False,False,False,False,False,False,False,True,False
9.262,0.702,66.3,0.614,-0.165,0.811,0.612,0.378,False,False,False,False,True,False,False,False,False,False
6.941,0.655,49.4,0.817,-0.023,0.529,0.745,0.126,False,False,False,False,False,False,False,False,True,False
8.362,0.724,62.4,0.963,0.052,0.863,0.878,0.39,False,False,False,False,False,False,False,True,False,False
9.949,0.812,64.96,0.606,-0.196,0.967,0.548,0.27,True,False,False,False,False,False,False,False,False,False
8.436,0.863,65.5,0.792,0.018,0.802,0.805,0.268,False,False,False,True,False,False,False,False,False,False
8.167,0.659,51.1,0.713,-0.003,0.879,0.662,0.367,False,False,False,False,False,False,False,False,True,False
9.1235,0.829,61.9985,0.82,-0.147,0.471,0.769,0.083,False,False,False,False,True,False,False,False,False,False
8.533,0.682,53.66,0.573,-0.072,0.586,0.733,0.174,False,False,False,False,False,False,False,False,True,False
8.498,0.818,62.0735,0.608,-0.129,0.812,0.593,0.378,False,False,False,False,True,False,False,False,False,False
9.585,0.671,64.3,0.783,-0.238,0.655,0.559,0.243,False,True,False,False,False,False,False,False,False,False
8.399,0.706,64.3,0.901,-0.043,0.701,0.541,0.361,False,False,False,False,False,False,True,False,False,False
10.575,0.9,74.52,0.838,-0.139,0.617,0.742,0.189,False,False,True,False,False,False,False,False,False,False
9.991,0.895,58.68,0.643,-0.307,0.935,0.611,0.232,False,True,False,False,False,False,False,False,False,False
10.074,0.885,59.26,0.593,-0.284,0.933,0.623,0.193,False,True,False,False,False,False,False,False,False,False
11.061,0.942,73.3,0.954,0.111,0.271,0.823,0.195,False,False,False,False,False,False,False,False,False,True
7.676,0.552,61.4,0.897,0.061,0.167,0.7355,0.1975,False,False,False,False,False,False,False,False,True,False
10.838,0.936,72.8,0.951,0.091,0.203,0.766,0.222,False,False,False,False,False,False,False,False,False,True
8.408,0.793,58.4,0.877,0.679,0.607,0.804,0.302,False,False,False,False,False,False,False,True,False,False
9.005,0.791,65.2,0.733,-0.156,0.805,0.826,0.333,False,False,False,True,False,False,False,False,False,False
11.105,0.849,66.7,0.949,0.131,0.347,0.775,0.245,False,False,False,False,True,False,False,False,False,False
10.095,0.869,70.0,0.659,-0.103,0.86,0.809,0.337,False,False,False,True,False,False,False,False,False,False
10.282,0.889,67.22,0.697,-0.192,0.793,0.647,0.199,True,False,False,False,False,False,False,False,False,False
9.1235,0.611,49.6,0.874,-0.147,0.456,0.834,0.207,False,False,False,False,True,False,False,False,False,False
9.427,0.909,60.76,0.805,0.032,0.888,0.695,0.154,False,True,False,False,False,False,False,False,False,False
9.458,0.6,64.38,0.764,0.2,0.678,0.609,0.525,False,False,False,False,True,False,False,False,False,False
10.376,0.922,68.9,0.758,-0.167,0.91,0.754,0.253,True,False,False,False,False,False,False,False,False,False
10.715,0.878,69.3,0.907,0.048,0.554,0.762,0.317,False,False,False,False,True,False,False,False,False,False
9.296,0.735,66.48,0.258,-0.026,0.959,0.572,0.39,True,False,False,False,False,False,False,False,False,False
10.881,0.928,72.1,0.9,0.099,0.557,0.798,0.164,False,False,False,False,False,False,False,False,False,True
8.472,0.739,65.3,0.777,-0.009,0.742,0.582,0.332,False,False,False,False,False,False,True,False,False,False
9.06,0.779,50.353,0.71,-0.178,0.692,0.824,0.252,False,False,False,False,False,False,False,False,True,False
10.635,0.937,72.2,0.924,0.253,0.69,0.721,0.302,False,False,False,False,False,False,False,False,False,True
10.575,0.939,73.503,0.8,0.031,0.753,0.679,0.308,False,False,False,False,True,False,False,False,False,False
9.344,0.805,66.5,0.868,0.299,0.791,0.843,0.187,False,False,False,False,False,False,True,False,False,False
7.559,0.742,51.86,0.71,-0.004,0.801,0.614,0.256,False,False,False,False,False,False,False,False,True,False
8.116,0.53,61.96,0.742,-0.016,0.743,0.619,0.246,False,False,False,False,False,False,True,False,False,False
8.953,0.83,63.18,0.884,0.045,0.817,0.867,0.333,False,False,False,True,False,False,False,False,False,False
7.247,0.444,53.02,0.663,-0.085,0.795,0.583,0.443,False,False,False,False,False,False,False,False,True,False
9.355,0.851,68.5,0.869,-0.099,0.831,0.876,0.328,False,False,False,True,False,False,False,False,False,False
9.129,0.706,63.813,0.441,0.012,0.775,0.636,0.206,True,False,False,False,False,False,False,False,False,False
8.923,0.768,62.46,0.763,0.009,0.863,0.844,0.289,False,False,False,True,False,False,False,False,False,False
9.386,0.942,62.3,0.696,0.054,0.849,0.654,0.192,False,False,True,False,False,False,False,False,False,False
9.691,0.895,65.2,0.873,-0.08,0.737,0.76,0.278,False,False,False,True,False,False,False,False,False,False
10.155,0.952,65.2,0.853,-0.069,0.733,0.693,0.162,False,True,False,False,False,False,False,False,False,False
9.287,0.805,64.5,0.593,-0.205,0.618,0.604,0.255,False,False,False,False,True,False,False,False,False,False
10.059,0.876,68.5,0.829,0.009,0.84,0.885,0.18,False,False,False,True,False,False,False,False,False,False
10.549,0.905,74.16,0.753,-0.151,0.692,0.777,0.171,False,False,True,False,False,False,False,False,False,False
8.984,0.856,61.12,0.551,-0.099,0.925,0.562,0.306,False,True,False,False,False,False,False,False,False,False
8.903,0.56,66.208,0.774,-0.236,0.801,0.661,0.262,False,False,False,False,True,False,False,False,False,False
8.703,0.617,60.9,0.906,0.075,0.78,0.752,0.383,False,False,False,False,False,False,True,False,False,False
7.364,0.646,44.62,0.401,0.021,0.931,0.557,0.221,False,False,False,False,False,False,False,False,True,False
10.618,0.882,74.9,0.849,-0.206,0.659,0.74,0.176,False,False,True,False,False,False,False,False,False,False
10.457,0.876,72.6,0.882,-0.234,0.915,0.71,0.3,False,False,False,False,False,False,False,False,False,True
9.728,0.856,55.24,0.767,-0.154,0.749,0.698,0.244,False,False,False,False,False,False,False,False,True,False
8.707,0.789,60.8,0.883,0.073,0.783,0.851,0.358,False,False,False,False,False,False,False,True,False,False
9.01,0.902,66.1,0.458,-0.155,0.89,0.688,0.392,False,False,False,True,False,False,False,False,False,False
8.185,0.844,59.98,0.678,-0.14,0.879,0.655,0.159,False,True,False,False,False,False,False,False,False,False
9.975,0.807,64.24,0.437,-0.18,0.942,0.525,0.242,True,False,False,False,False,False,False,False,False,False
9.508,0.893,65.16,0.868,0.525,0.904,0.898,0.166,False,False,False,False,False,False,False,True,False,False
6.748,0.422,50.68,0.49,-0.062,0.677,0.689,0.19,False,False,False,False,False,False,False,False,True,False
9.064,0.774,65.1,0.901,-0.062,0.773,0.859,0.311,False,False,False,True,False,False,False,False,False,False
7.477,0.54,55.7,0.593,0.422,0.721,0.593,0.327,False,False,False,True,False,False,False,False,False,False
10.428,0.868,71.44,0.683,0.219,0.868,0.696,0.32,False,False,False,False,True,False,False,False,False,False
8.935,0.802,62.82,0.865,0.02,0.821,0.863,0.349,False,False,False,True,False,False,False,False,False,False
9.337,0.803,66.1,0.385,0.005,0.741,0.585,0.215,False,False,False,False,True,False,False,False,False,False
10.8,0.929,72.06,0.944,0.132,0.254,0.855,0.17,False,False,False,False,False,False,False,False,False,True
8.317,0.811,55.12,0.39,-0.063,0.794,0.541,0.303,False,False,False,False,True,False,False,False,False,False
8.993,0.647,65.12,0.553,-0.267,0.752,0.433,0.269,False,True,False,False,False,False,False,False,False,False
10.558,0.812,72.16,0.775,0.054,0.801,0.746,0.329,False,False,False,False,False,False,False,False,False,True
9.24,0.753,60.16,0.59,-0.151,0.859,0.529,0.353,False,False,False,False,True,False,False,False,False,False
9.664,0.898,65.54,0.714,-0.115,0.71,0.788,0.274,False,False,False,True,False,False,False,False,False,False
9.518,0.784,64.661,0.607,-0.087,0.865,0.588,0.363,True,False,False,False,False,False,False,False,False,False
9.85,0.897,69.2,0.823,-0.122,0.816,0.764,0.342,False,False,False,True,False,False,False,False,False,False
9.36,0.959,64.98,0.759,-0.002,0.762,0.944,0.216,False,False,False,True,False,False,False,False,False,False
10.526,0.946,71.2,0.932,0.312,0.224,0.88,0.219,False,False,False,False,False,True,False,False,False,False
8.203,0.711,53.5,0.712,-0.008,0.817,0.629,0.326,False,False,False,False,False,False,False,False,True,False
9.225,0.779,66.62,0.737,-0.108,0.774,0.84,0.256,False,False,False,True,False,False,False,False,False,False
9.45,0.875,55.7,0.774,-0.07,0.813,0.786,0.301,False,False,False,False,False,False,False,False,True,False
8.883,0.734,63.88,0.671,-0.103,0.648,0.85,0.243,False,False,False,True,False,False,False,False,False,False
11.05,0.951,71.54,0.919,0.29,0.408,0.821,0.212,False,False,False,False,False,False,False,False,False,True
7.476,0.673,45.74,0.563,-0.034,0.884,0.527,0.316,False,False,False,False,False,False,False,False,True,False
10.74,0.903,71.76,0.864,0.221,0.292,0.82,0.151,False,False,False,False,False,False,False,False,False,True
7.627,0.747,54.5,0.758,0.135,0.873,0.703,0.353,False,False,False,False,False,False,False,False,True,False
7.404,0.652,49.2,0.711,0.079,0.848,0.6,0.495,False,False,False,False,False,False,False,False,True,False
7.961,0.856,57.94,0.692,-0.045,0.7,0.725,0.157,False,False,False,False,False,False,False,False,True,False
9.475,0.872,64.02,0.848,0.014,0.788,0.809,0.3,False,False,False,True,False,False,False,False,False,False
8.872,0.606,65.0,0.713,-0.228,0.842,0.661,0.262,False,False,False,False,True,False,False,False,False,False
9.83,0.901,70.9,0.873,-0.032,0.781,0.874,0.281,False,False,False,True,False,False,False,False,False,False
10.163,0.941,63.48,0.59,-0.282,0.966,0.589,0.279,True,False,False,False,False,False,False,False,False,False
9.426,0.877,63.4,0.533,0.084,0.927,0.594,0.249,False,True,False,False,False,False,False,False,False,False
9.304,0.818,66.96,0.788,-0.155,0.702,0.862,0.271,False,False,False,True,False,False,False,False,False,False
9.262,0.833,66.2,0.525,-0.158,0.864,0.64,0.279,True,False,False,False,False,False,False,False,False,False
9.061,0.781,62.1,0.932,-0.116,0.744,0.804,0.327,False,False,False,False,False,False,False,True,False,False
7.464,0.648,45.98,0.61,0.289,0.669,0.538,0.327,False,False,False,True,False,False,False,False,False,False
8.533,0.74,50.102,0.737,0.037,0.878,0.744,0.244,False,False,False,False,False,False,False,False,True,False
10.735,0.928,70.88,0.921,-0.001,0.361,0.796,0.202,False,False,False,False,False,False,False,False,False,True
10.724,0.954,71.9,0.821,0.25,0.458,0.776,0.23,False,False,False,False,False,False,False,False,False,True
8.975,0.779,60.26,0.784,0.191,0.911,0.865,0.193,False,False,False,False,False,False,False,True,False,False
8.992,0.848,68.1,0.952,-0.126,0.788,0.751,0.186,False,False,False,False,False,False,False,True,False,False
8.503,0.902,64.7,0.935,0.103,0.931,0.803,0.258,False,True,False,False,False,False,False,False,False,False
10.487,0.937,73.14,0.755,-0.059,0.844,0.749,0.366,False,False,False,False,False,False,False,False,False,True
10.491,0.793,71.3,0.443,-0.293,0.959,0.649,0.254,False,False,False,False,False,False,False,False,False,True
10.796,0.951,70.08,0.934,0.028,0.217,0.773,0.144,False,False,False,False,False,False,False,False,False,True
9.121,0.792,63.813,0.88,0.1345,0.91,0.726,0.201,True,False,False,False,False,False,False,False,False,False
7.292,0.782,44.32,0.77,0.005,0.855,0.446,0.3,False,False,False,False,False,False,False,False,True,False
10.959,0.968,71.9,0.922,0.264,0.406,0.784,0.229,False,False,False,False,False,False,False,False,False,True
7.829,0.675,56.1,0.819,0.116,0.879,0.799,0.32,False,False,False,False,False,False,False,True,False,False
10.461,0.882,72.4,0.561,0.15,0.902,0.679,0.362,False,False,False,False,True,False,False,False,False,False
8.144,0.691,53.8,0.759,-0.039,0.871,0.69,0.382,False,False,False,False,False,False,False,False,True,False
10.0,0.896,69.0,0.817,-0.211,0.83,0.826,0.319,False,False,False,True,False,False,False,False,False,False
9.399,0.831,67.44,0.719,-0.167,0.661,0.859,0.306,False,False,False,True,False,False,False,False,False,False
10.02,0.888,70.1,0.781,0.033,0.812,0.815,0.336,False,False,False,True,False,False,False,False,False,False
7.644,0.616,61.1,0.924,0.057,0.164,0.793,0.308,False,False,False,False,False,False,False,False,True,False
9.333,0.709,66.3,0.611,-0.17,0.921,0.594,0.437,False,True,False,False,False,False,False,False,False,False
9.751,0.902,70.3,0.898,0.018,0.813,0.85,0.278,False,False,False,True,False,False,False,False,False,False
9.274,0.764,60.2,0.598,-0.068,0.887,0.605,0.482,False,False,False,False,True,False,False,False,False,False
8.596,0.746,57.6,0.787,0.116,0.857,0.682,0.27,False,False,False,False,False,False,False,False,True,False
10.306,0.842,67.5,0.848,-0.221,0.954,0.697,0.244,True,False,False,False,False,False,False,False,False,False
