Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Regional indicator_Central and Eastern Europe,Regional indicator_Commonwealth of Independent States,Regional indicator_East Asia,Regional indicator_Latin America and Caribbean,Regional indicator_Middle East and North Africa,Regional indicator_North America and ANZ,Regional indicator_South Asia,Regional indicator_Southeast Asia,Regional indicator_Sub-Saharan Africa,Regional indicator_Western Europe
10.639,0.918,72.02,0.798,-0.082,0.654,0.763,0.303,False,False,False,False,False,False,False,False,False,True
10.44,0.859,71.76,0.663,0.139,0.898,0.71,0.349,False,False,False,False,True,False,False,False,False,False
9.94,0.753,65.42,0.65,-0.14,0.964,0.543,0.294,True,False,False,False,False,False,False,False,False,False
10.785,0.853,67.7,0.85,0.112,0.554,0.716,0.303,False,False,False,False,True,False,False,False,False,False
10.566,0.878,71.44,0.836,0.018,0.712,0.829,0.253,False,False,False,False,False,False,False,False,False,True
10.861,0.939,71.64,0.877,0.288,0.434,0.861,0.226,False,False,False,False,False,False,False,False,False,True
7.839,0.514,59.44,0.605,0.04,0.806,0.635,0.313,False,False,False,False,False,False,True,False,False,False
9.681,0.777,66.6,0.605,-0.074,0.911,0.515,0.244,False,False,False,False,True,False,False,False,False,False
9.279,0.824,66.3,0.8,0.161,0.823,0.864,0.197,False,False,False,False,False,False,True,False,False,False
10.185,0.879,65.9,0.656,-0.077,0.808,0.608,0.228,True,False,False,False,False,False,False,False,False,False
9.197,0.82,66.4,0.771,-0.038,0.705,0.641,0.312,False,False,False,False,True,False,False,False,False,False
10.491,0.888,73.68,0.73,-0.21,0.74,0.785,0.169,False,False,True,False,False,False,False,False,False,False
7.528,0.83,50.4,0.801,-0.015,0.855,0.648,0.251,False,False,False,False,False,False,False,False,True,False
10.371,0.953,70.1,0.767,-0.007,0.787,0.76,0.329,True,False,False,False,False,False,False,False,False,False
9.448,0.892,65.9,0.876,0.028,0.882,0.858,0.275,False,False,False,True,False,False,False,False,False,False
7.904,0.602,56.56,0.641,-0.16,0.87,0.752,0.18,False,False,False,False,False,False,False,False,True,False
10.705,0.863,69.37,0.761,0.035,0.755,0.827,0.112,False,False,True,False,False,False,False,False,False,False
7.965,0.721,54.7,0.529,0.005,0.741,0.728,0.178,False,False,False,False,False,False,False,False,True,False
9.053,0.813,64.958,0.906,-0.038,0.775,0.846,0.297,False,False,False,True,False,False,False,False,False,False
10.532,0.929,72.62,0.749,-0.127,0.798,0.752,0.336,False,False,False,False,False,False,False,False,False,True
10.576,0.802,73.898,0.763,-0.015,0.844,0.755,0.301,False,False,False,False,False,False,False,False,False,True
9.186,0.91,66.08,0.671,-0.091,0.901,0.825,0.357,False,False,False,True,False,False,False,False,False,False
10.924,0.965,68.06,0.911,0.197,0.6,0.827,0.261,False,False,False,False,False,True,False,False,False,False
9.308,0.906,61.7,0.686,0.173,0.9,0.653,0.208,False,False,True,False,False,False,False,False,False,False
10.538,0.959,73.7,0.831,-0.049,0.748,0.621,0.243,False,False,False,False,True,False,False,False,False,False
8.531,0.782,62.0735,0.542,-0.153,0.73,0.616,0.379,False,False,False,False,True,False,False,False,False,False
11.64,0.941,72.6,0.882,0.019,0.356,0.758,0.192,False,False,False,False,False,False,False,False,False,True
8.152,0.622,53.22,0.838,0.12,0.863,0.717,0.172,False,False,False,False,False,False,False,False,True,False
8.573,0.805,48.9,0.798,0.043,0.905,0.732,0.252,False,False,False,False,False,False,False,False,True,False
8.117,0.767,56.3,0.75,0.056,0.81,0.691,0.345,False,False,False,False,False,False,False,False,True,False
8.538,0.893,64.401,0.935,0.119,0.908,0.722,0.16,False,True,False,False,False,False,False,False,False,False
9.561,0.908,61.8,0.72,0.066,0.888,0.521,0.35,False,True,False,False,False,False,False,False,False,False
10.817,0.842,66.9,0.867,-0.104,0.56,0.695,0.303,False,False,False,False,True,False,False,False,False,False
10.775,0.918,72.84,0.939,0.27,0.442,0.833,0.259,False,False,False,False,False,True,False,False,False,False
11.117,0.942,74.4,0.919,0.025,0.292,0.8035000000000001,0.1925,False,False,False,False,False,False,False,False,False,True
9.842,0.855,62.66,0.712,-0.032,0.791,0.695,0.316,False,False,False,False,True,False,False,False,False,False
7.343,0.602,55.8,0.707,-0.008,0.75,0.643,0.213,False,False,False,False,False,False,False,False,True,False
7.347,0.611,46.0,0.624,0.05,0.825,0.625,0.414,False,False,False,False,False,False,False,False,True,False
7.993,0.493,53.5,0.78,-0.065,0.838,0.608,0.456,False,False,False,False,False,False,False,False,True,False
10.489,0.893,72.46,0.722,0.141,0.891,0.738,0.384,False,False,False,False,True,False,False,False,False,False
10.893,0.826,76.82,0.88,0.222,0.38,0.715,0.183,False,False,True,False,False,False,False,False,False,False
11.49,0.903,76.8,0.916,-0.066,0.097,0.787,0.107,False,False,False,False,False,False,False,True,False,False
10.116,0.834,65.38,0.631,-0.073,0.837,0.642,0.227,True,False,False,False,False,False,False,False,False,False
9.542,0.945,65.64,0.677,-0.116,0.828,0.825,0.18,False,False,False,True,False,False,False,False,False,False
8.581,0.663,47.58,0.622,0.051,0.905,0.638,0.286,False,False,False,False,False,False,False,False,True,False
9.262,0.792,63.813,0.858,0.117,0.925,0.738,0.186,True,False,False,False,False,False,False,False,False,False
10.31,0.775,70.2,0.715,-0.052,0.799,0.651,0.338,False,False,True,False,False,False,False,False,False,False
8.946,0.723,52.5,0.584,0.055,0.911,0.659,0.361,False,False,False,False,False,False,False,False,True,False
9.802,0.853,66.102,0.86,-0.133,0.714,0.767,0.291,False,False,False,True,False,False,False,False,False,False
10.699,0.97,70.46,0.838,0.336,0.498,0.782,0.241,False,False,False,False,False,False,False,False,False,True
8.326,0.735,44.12,0.649,0.085,0.871,0.781,0.178,False,False,False,False,False,False,False,False,True,False
10.218,0.919,64.9,0.503,-0.273,0.957,0.581,0.277,True,False,False,False,False,False,False,False,False,False
10.385,0.932,69.8,0.89,0.036,0.918,0.635,0.274,True,False,False,False,False,False,False,False,False,False
10.149,0.924,63.1,0.685,-0.171,0.913,0.679,0.13,False,True,False,False,False,False,False,False,False,False
9.05,0.846,61.9,0.918,-0.108,0.726,0.773,0.393,False,False,False,False,False,False,False,True,False,False
9.543,0.912,67.44,0.807,-0.113,0.477,0.784,0.306,False,False,False,True,False,False,False,False,False,False
10.792,0.922,70.26,0.901,0.069,0.721,0.813,0.218,False,False,False,False,False,False,False,False,False,True
9.378,0.626,67.52,0.735,-0.025,0.883,0.685,0.335,True,False,False,False,False,False,False,False,False,False
7.87,0.701,62.88,0.693,0.063,0.764,0.677,0.17,False,True,False,False,False,False,False,False,False,False
10.606,0.83,69.14,0.642,-0.017,0.785,0.794,0.169,False,False,True,False,False,False,False,False,False,False
8.18,0.637,54.58,0.745,-0.109,0.833,0.621,0.288,False,False,False,False,False,False,False,False,True,False
9.607,0.906,64.5,0.806,-0.054,0.656,0.817,0.25,False,False,False,True,False,False,False,False,False,False
7.705,0.521,52.24,0.531,0.236,0.776,0.71,0.268,False,False,False,False,False,False,True,False,False,False
9.946,0.9,68.8,0.886,-0.072,0.676,0.842,0.283,False,False,False,True,False,False,False,False,False,False
7.998,0.506,52.82,0.776,-0.096,0.855,0.59,0.273,False,False,False,False,False,False,False,False,True,False
9.383,0.673,62.3,0.77,-0.112,0.822,0.599,0.442,False,False,False,False,True,False,False,False,False,False
10.299,0.901,67.48,0.754,-0.201,0.726,0.702,0.199,True,False,False,False,False,False,False,False,False,False
7.823,0.63,54.4,0.731,0.092,0.778,0.744,0.44,False,False,False,False,False,False,False,False,True,False
8.204,0.569,56.14,0.729,-0.051,0.862,0.668,0.253,False,False,False,False,False,False,True,False,False,False
10.389,0.927,71.12,0.817,0.141,0.905,0.696,0.308,False,False,False,False,True,False,False,False,False,False
10.791,0.942,73.0,0.922,0.239,0.399,0.791,0.236,False,False,False,False,False,True,False,False,False,False
8.474,0.824,65.26,0.661,0.119,0.857,0.803,0.261,False,False,False,True,False,False,False,False,False,False
9.891,0.852,68.6,0.903,-0.141,0.809,0.864,0.252,False,False,False,True,False,False,False,False,False,False
10.149,0.936,67.62,0.811,-0.027,0.888,0.787,0.267,True,False,False,False,False,False,False,False,False,False
9.472,0.96,61.0,0.701,0.093,0.888,0.705,0.301,False,True,False,False,False,False,False,False,False,False
8.19,0.615,56.7,0.786,-0.072,0.79,0.61,0.304,False,False,False,False,False,False,False,False,True,False
11.371,0.944,72.4,0.892,0.074,0.373,0.807,0.223,False,False,False,False,False,False,False,False,False,True
10.813,0.947,70.98,0.906,0.033,0.677,0.794,0.165,False,False,False,False,False,False,False,False,False,True
10.433,0.868,71.5,0.484,-0.303,0.954,0.634,0.292,False,False,False,False,False,False,False,False,False,True
9.331,0.759,66.68,0.487,-0.205,0.877,0.628,0.257,True,False,False,False,False,False,False,False,False,False
8.034,0.697,47.14,0.58,-0.069,0.945,0.6,0.312,False,False,False,False,False,False,False,False,True,False
9.59,0.87,68.098,0.706,0.113,0.931,0.596,0.304,True,False,False,False,False,False,False,False,False,False
9.65,0.8,65.303,0.752,-0.059,0.856,0.502,0.299,True,False,False,False,False,False,False,False,False,False
8.517,0.669,56.8,0.783,0.079,0.839,0.703,0.248,False,False,False,False,False,False,False,False,True,False
10.324,0.919,67.0,0.865,-0.155,0.901,0.723,0.258,True,False,False,False,False,False,False,False,False,False
9.584,0.71,66.3,0.608,0.218,0.714,0.618,0.47,False,False,False,False,True,False,False,False,False,False
7.645,0.579,51.1,0.666,0.007,0.762,0.667,0.268,False,False,False,False,False,False,False,False,True,False
10.412,0.908,70.0,0.888,0.052,0.909,0.62,0.291,True,False,False,False,False,False,False,False,False,False
9.847,0.782,67.22,0.779,-0.094,0.63,0.802,0.229,False,False,False,True,False,False,False,False,False,False
9.283,0.61,67.2,0.659,-0.209,0.889,0.539,0.433,False,False,False,False,True,False,False,False,False,False
9.808,0.903,68.6,0.753,-0.04,0.813,0.509,0.242,True,False,False,False,False,False,False,False,False,False
10.419,0.917,69.2,0.896,0.029,0.845,0.671,0.295,True,False,False,False,False,False,False,False,False,False
10.716,0.911,66.86,0.682,0.088,0.438,0.589,0.381,False,False,False,False,True,False,False,False,False,False
10.24,0.822,67.199,0.576,-0.139,0.776,0.557,0.3725,False,False,False,False,True,False,False,False,False,False
9.607,0.799,64.36,0.733,-0.208,0.654,0.598,0.22,False,True,False,False,False,False,False,False,False,False
8.947,0.728,58.968,0.91,0.123,0.658,0.873,0.306,False,False,False,False,False,False,False,True,False,False
9.338,0.759,61.7,0.682,-0.215,0.822,0.492,0.285,False,False,False,False,True,False,False,False,False,False
9.24,0.746,60.583,0.63,-0.053,0.875,0.523,0.543,False,False,False,False,True,False,False,False,False,False
8.454,0.693,64.8,0.877,-0.041,0.682,0.624,0.235,False,False,False,False,False,False,True,False,False,False
9.546,0.907,66.58,0.801,-0.09,0.887,0.847,0.278,False,False,False,True,False,False,False,False,False,False
7.136,0.561,40.3,0.679,0.101,0.836,0.505,0.381,False,False,False,False,False,False,False,False,True,False
8.871,0.553,66.5,0.819,-0.229,0.803,0.587,0.256,False,False,False,False,True,False,False,False,False,False
10.518,0.918,67.9,0.78,-0.251,0.783,0.566,0.276,True,False,False,False,False,False,False,False,False,False
11.043,0.917,68.2,0.836,0.144,0.707,0.815,0.244,False,False,False,False,False,True,False,False,False,False
10.82,0.933,72.22,0.945,0.202,0.25,0.836,0.208,False,False,False,False,False,False,False,False,False,True
8.615,0.812,48.5,0.68,-0.035,0.926,0.717,0.251,False,False,False,False,False,False,False,False,True,False
6.838,0.718,49.02,0.879,0.176,0.689,0.765,0.13,False,False,False,False,False,False,False,False,True,False
11.461,0.897,76.5,0.926,0.136,0.162,0.8,0.179,False,False,False,False,False,False,False,True,False,False
9.382,0.767,66.82,0.39,0.042,0.97,0.544,0.315,True,False,False,False,False,False,False,False,False,False
10.815,0.943,73.9,0.918,0.121,0.43,0.77,0.202,False,False,False,False,False,True,False,False,False,False
7.682,0.676,61.96,0.744,0.001,0.792,0.605,0.203,False,True,False,False,False,False,False,False,False,False
9.042,0.841,64.8,0.91,-0.01,0.765,0.871,0.262,False,False,False,True,False,False,False,False,False,False
10.166,0.923,71.4,0.837,-0.063,0.961,0.743,0.286,True,False,False,False,False,False,False,False,False,False
9.36,0.849,68.2,0.879,-0.167,0.734,0.829,0.314,False,False,False,True,False,False,False,False,False,False
10.745,0.965,69.76,0.969,-0.005,0.132,0.722,0.172,False,False,False,False,False,False,False,False,False,True
10.57,0.916,73.1,0.768,0.145,0.793,0.674,0.276,False,False,False,False,True,False,False,False,False,False
10.793,0.923,71.62,0.912,0.125,0.314,0.804,0.134,False,False,False,False,False,False,False,False,False,True
8.192,0.622,54.96,0.773,-0.112,0.8,0.564,0.323,False,False,False,False,False,False,False,False,True,False
10.623,0.886,75.0,0.773,-0.261,0.687,0.703,0.185,False,False,True,False,False,False,False,False,False,False
10.674,0.935,71.84,0.833,-0.031,0.669,0.746,0.281,False,False,False,False,False,False,False,False,False,True
9.239,0.675,60.48,0.474,-0.141,0.913,0.551,0.483,False,False,False,False,True,False,False,False,False,False
10.421,0.879,72.6,0.892,-0.244,0.887,0.703,0.326,False,False,False,False,False,False,False,False,False,True
8.374,0.891,61.52,0.748,-0.155,0.932,0.681,0.151,False,True,False,False,False,False,False,False,False,False
9.46,0.946,65.46,0.798,-0.031,0.646,0.859,0.178,False,False,False,True,False,False,False,False,False,False
8.057,0.789,54.18,0.584,0.1,0.913,0.772,0.183,False,False,False,False,False,False,False,False,True,False
9.256,0.709,65.0,0.462,-0.215,0.876,0.521,0.385,False,True,False,False,False,False,False,False,False,False
9.431,0.859,62.5,0.579,-0.228,0.933,0.59,0.22,False,True,False,False,False,False,False,False,False,False
9.005,0.722,53.9,0.41,-0.104,0.816,0.658,0.371,False,False,False,False,False,False,False,False,True,False
10.261,0.803,72.0,0.482,-0.26,0.898,0.701,0.336,False,False,False,False,False,False,False,False,False,True
10.015,0.954,66.0,0.542,-0.05,0.946,0.678,0.308,True,False,False,False,False,False,False,False,False,False
11.648,0.912,72.6,0.93,-0.045,0.39,0.789,0.212,False,False,False,False,False,False,False,False,False,True
8.555,0.761,57.2,0.817,0.062,0.846,0.747,0.25,False,False,False,False,False,False,False,False,True,False
10.051,0.883,68.4,0.848,-0.192,0.851,0.842,0.312,False,False,False,True,False,False,False,False,False,False
10.41,0.919,68.9,0.896,-0.019,0.804,0.641,0.303,True,False,False,False,False,False,False,False,False,False
6.932,0.524,56.2,0.81,0.066,0.824,0.603,0.325,False,False,False,False,False,False,False,False,True,False
10.57,0.924,74.34,0.821,-0.147,0.65,0.794,0.175,False,False,True,False,False,False,False,False,False,False
9.569,0.836,65.656,0.814,-0.223,0.506,0.585,0.2305,False,True,False,False,False,False,False,False,False,False
10.837,0.853,66.5,0.884,-0.005,0.56,0.692,0.307,False,False,False,False,True,False,False,False,False,False
8.219,0.765,57.74,0.819,0.172,0.849,0.814,0.221,False,False,False,False,False,False,False,False,True,False
9.488,0.86,61.16,0.487,-0.265,0.929,0.573,0.186,False,True,False,False,False,False,False,False,False,False
11.024,0.941,72.68,0.956,0.181,0.405,0.834,0.194,False,False,False,False,False,False,False,False,False,True
10.674,0.931,72.2,0.927,0.133,0.653,0.702,0.3555,False,False,False,False,False,False,False,False,False,True
10.875,0.938,71.52,0.925,0.336,0.359,0.863,0.181,False,False,False,False,False,False,False,False,False,True
9.568,0.853,64.72,0.67,0.069,0.902,0.548,0.32,False,False,False,False,True,False,False,False,False,False
9.033,0.708,63.813,0.451,0.17,0.967,0.695,0.118,True,False,False,False,False,False,False,False,False,False
10.135,0.966,65.8,0.872,-0.056,0.661,0.684,0.15,False,True,False,False,False,False,False,False,False,False
9.809,0.82,62.6,0.623,-0.178,0.877,0.557,0.3725,False,False,False,False,True,False,False,False,False,False
9.885,0.906,71.5,0.927,-0.146,0.836,0.848,0.303,False,False,False,True,False,False,False,False,False,False
8.059,0.504,54.3,0.713,0.002,0.747,0.647,0.468,False,False,False,False,False,False,False,False,True,False
8.334,0.713,63.8,0.896,0.012,0.635,0.569,0.214,False,False,False,False,False,False,True,False,False,False
8.53,0.779,65.94,0.7,-0.003,0.871,0.847,0.294,False,False,False,True,False,False,False,False,False,False
9.858,0.922,71.1,0.936,-0.076,0.742,0.874,0.275,False,False,False,True,False,False,False,False,False,False
10.263,0.913,65.1,0.556,-0.237,0.936,0.581,0.294,True,False,False,False,False,False,False,False,False,False
10.515,0.909,72.58,0.739,0.15,0.849,0.698,0.409,False,False,False,False,True,False,False,False,False,False
9.046,0.81,63.901,0.875,-0.077,0.839,0.771,0.392,False,False,False,True,False,False,False,False,False,False
9.556,0.866,52.9,0.826,-0.143,0.814,0.69,0.172,False,False,False,False,False,False,False,False,True,False
10.824,0.983,73.0,0.949,0.16,0.644,0.863,0.172,False,False,False,False,False,False,False,False,False,True
11.645,0.902,72.6,0.884,-0.022,0.385,0.75,0.202,False,False,False,False,False,False,False,False,False,True
9.88,0.891,71.4,0.934,-0.126,0.809,0.872,0.272,False,False,False,True,False,False,False,False,False,False
9.568,0.77,66.0,0.373,-0.178,0.961,0.544,0.435,True,False,False,False,False,False,False,False,False,False
9.335,0.818,65.14,0.53,-0.167,0.7,0.626,0.177,False,False,False,False,True,False,False,False,False,False
9.287,0.809,61.1,0.656,-0.141,0.818,0.611,0.37,False,False,False,False,True,False,False,False,False,False
10.689,0.892,63.86,0.622,0.005,0.5065,0.772,0.232,False,False,False,False,True,False,False,False,False,False
10.31,0.945,68.3,0.7,-0.061,0.917,0.774,0.232,True,False,False,False,False,False,False,False,False,False
6.898,0.771,48.64,0.88,-0.009,0.483,0.73,0.115,False,False,False,False,False,False,False,False,True,False
6.719,0.291,49.02,0.26,-0.019,0.86,0.44,0.253,False,False,False,False,False,False,False,False,True,False
9.799,0.878,70.7,0.907,-0.059,0.761,0.85,0.286,False,False,False,True,False,False,False,False,False,False
10.344,0.941,67.6,0.693,-0.243,0.911,0.676,0.201,True,False,False,False,False,False,False,False,False,False
9.104,0.741,57.1,0.666,-0.104,0.81,0.648,0.248,False,False,False,False,False,False,False,False,True,False
7.125,0.387,43.08,0.78,-0.016,0.834,0.524,0.277,False,False,False,False,True,False,False,False,False,False
9.135,0.686,59.82,0.609,-0.121,0.822,0.665,0.355,False,False,False,False,True,False,False,False,False,False
9.045,0.872,60.94,0.641,-0.056,0.926,0.584,0.284,False,True,False,False,False,False,False,False,False,False
9.966,0.77,65.76,0.84,-0.016,0.842,0.887,0.155,False,False,False,False,False,False,False,True,False,False
8.873,0.878,62.92,0.683,-0.056,0.807,0.864,0.233,False,False,False,True,False,False,False,False,False,False
9.054,0.847,61.3,0.598,-0.088,0.929,0.584,0.278,False,True,False,False,False,False,False,False,False,False
8.853,0.915,65.4,0.97,0.304,0.511,0.845,0.22,False,True,False,False,False,False,False,False,False,False
8.136,0.772,64.6,0.79,0.167,0.712,0.536,0.357,False,False,False,False,False,False,True,False,False,False
8.824,0.811,67.06,0.853,-0.176,0.755,0.817,0.159,False,False,True,False,False,False,False,False,False,False
10.736,0.937,72.1,0.813,0.291,0.419,0.759,0.21,False,False,False,False,False,False,False,False,False,True
10.744,0.948,72.52,0.918,0.29,0.466,0.857,0.229,False,False,False,False,False,True,False,False,False,False
8.407,0.835,65.16,0.746,0.07,0.794,0.781,0.299,False,False,False,True,False,False,False,False,False,False
11.035,0.96,73.0,0.954,0.133,0.41,0.85,0.209,False,False,False,False,False,False,False,False,False,True
10.757,0.884,67.14,0.809,0.088,0.525,0.768,0.306,False,False,False,False,True,False,False,False,False,False
10.373,0.938,66.1,0.614,-0.266,0.949,0.594,0.25,True,False,False,False,False,False,False,False,False,False
10.238,0.817,67.102,0.895,0.125,0.839,0.8185,0.189,False,False,False,False,False,False,False,True,False,False
10.315,0.866,71.2,0.774,-0.097,0.959,0.729,0.37,False,False,False,False,False,False,False,False,False,True
8.361,0.688,60.704,0.779,0.287,0.825,0.759,0.198,False,False,False,False,False,False,False,False,True,False
9.222,0.816,65.9,0.729,-0.104,0.705,0.66,0.313,False,False,False,False,True,False,False,False,False,False
11.1,0.938,73.2,0.928,0.109,0.21,0.809,0.166,False,False,False,False,False,False,False,False,False,True
10.072,0.88,69.8,0.79,-0.02,0.836,0.838,0.291,False,False,False,True,False,False,False,False,False,False
11.342,0.947,72.4,0.879,0.077,0.363,0.8234999999999999,0.218,False,False,False,False,False,False,False,False,False,True
9.367,0.75,61.998,0.749,-0.182,0.795,0.567,0.346,False,False,False,False,True,False,False,False,False,False
7.695,0.463,52.493,0.382,-0.102,0.924,0.5595,0.307,False,False,False,False,False,False,True,False,False,False
9.935,0.836,65.8,0.819,0.139,0.891,0.785,0.246,False,False,False,False,False,False,False,False,True,False
9.311,0.839,64.82,0.587,-0.172,0.69,0.604,0.23,False,False,False,False,True,False,False,False,False,False
11.267,0.864,74.8,0.846,-0.018,0.06,0.602,0.131,False,False,False,False,False,False,False,True,False,False
7.111,0.718,49.88,0.915,0.021,0.299,0.735,0.189,False,False,False,False,False,False,False,False,True,False
9.438,0.883,63.3,0.882,-0.0715,0.745,0.818,0.302,False,False,False,True,False,False,False,False,False,False
10.776,0.926,73.8,0.915,0.089,0.415,0.851,0.248,False,False,False,False,False,True,False,False,False,False
9.705,0.892,69.9,0.926,-0.033,0.837,0.876,0.269,False,False,False,True,False,False,False,False,False,False
8.158,0.612,57.02,0.691,0.645,0.695,0.764,0.205,False,False,False,False,False,False,False,True,False,False
7.647,0.539,51.6,0.6,0.121,0.707,0.618,0.275,False,False,False,False,False,False,True,False,False,False
9.063,0.744,58.32,0.386,-0.061,0.91,0.525,0.448,False,False,False,False,True,False,False,False,False,False
11.367,0.903,65.92,0.898,-0.033,0.203,0.746,0.275,False,False,False,False,True,False,False,False,False,False
10.593,0.811,73.0,0.591,0.026,0.862,0.676,0.233,False,False,True,False,False,False,False,False,False,False
10.834,0.922,71.8,0.857,0.054,0.543,0.786,0.234,False,False,False,False,False,False,False,False,False,True
10.032,0.884,63.16,0.641,-0.229,0.937,0.654,0.234,True,False,False,False,False,False,False,False,False,False
8.121,0.693,60.02,0.938,0.239,0.843,0.783,0.482,False,False,False,False,False,False,False,True,False,False
9.342,0.802,66.005,0.48,-0.067,0.752,0.604,0.255,False,False,False,False,True,False,False,False,False,False
9.859,0.937,68.0,0.64,0.083,0.915,0.82,0.149,False,False,False,True,False,False,False,False,False,False
10.889,0.945,71.68,0.92,0.118,0.771,0.822,0.157,False,False,False,False,False,False,False,False,False,True
7.367,0.796,46.66,0.588,0.028,0.798,0.716,0.266,False,False,False,False,False,False,False,False,True,False
9.391,0.85,63.24,0.848,-0.045,0.728,0.732,0.329,False,False,False,True,False,False,False,False,False,False
9.219,0.848,60.2,0.83,0.277,0.634,0.81,0.312,False,False,False,False,False,False,True,False,False,False
9.377,0.802,62.3,0.866,0.555,0.861,0.877,0.302,False,False,False,False,False,False,False,True,False,False
8.117,0.638,54.3,0.664,-0.157,0.885,0.611,0.276,False,False,False,False,True,False,False,False,False,False
8.087,0.489,54.713,0.757,-0.034,0.661,0.6085,0.307,False,False,False,False,False,False,False,False,True,False
11.134,0.93,74.1,0.926,0.101,0.301,0.792,0.192,False,False,False,False,False,False,False,False,False,True
8.359,0.752,58.1,0.808,0.688,0.633,0.866,0.272,False,False,False,False,False,False,False,True,False,False
8.071,0.864,50.84,0.663,0.003,0.882,0.833,0.204,False,False,False,False,False,False,False,False,True,False
9.462,0.833,67.2,0.859,0.106,0.856,0.831,0.302,False,False,False,False,False,False,True,False,False,False
10.933,0.954,72.7,0.946,0.03,0.179,0.824,0.206,False,False,False,False,False,False,False,False,False,True
8.428,0.511,58.0,0.609,0.067,0.83,0.629,0.295,False,False,False,False,False,False,True,False,False,False
10.223,0.789,67.0,0.875,0.127,0.894,0.824,0.2,False,False,False,False,False,False,False,True,False,False
9.491,0.823,62.3,0.779,-0.019,0.673,0.697,0.379,False,False,False,False,True,False,False,False,False,False
9.729,0.908,66.8,0.924,0.356,0.878,0.835,0.218,False,False,False,False,False,False,False,True,False,False
11.0,0.836,76.82,0.717,0.067,0.403,0.71,0.21,False,False,True,False,False,False,False,False,False,False
10.65,0.913,73.6,0.65,-0.021,0.888,0.649,0.403,False,False,False,False,False,False,False,False,False,True
10.243,0.687,71.68,0.426,-0.272,0.941,0.689,0.482,False,False,False,False,False,False,False,False,False,True
10.91,0.947,73.0,0.938,0.052,0.214,0.818,0.227,False,False,False,False,False,False,False,False,False,True
10.622,0.927,73.2,0.624,-0.081,0.903,0.685,0.339,False,False,False,False,False,False,False,False,False,True
10.324,0.912,69.5,0.9,-0.17,0.841,0.833,0.242,False,False,False,True,False,False,False,False,False,False
8.555,0.733,49.3,0.826,0.124,0.835,0.725,0.236,False,False,False,False,False,False,False,False,True,False
8.593,0.774,66.8,0.85,0.08,0.793,0.832,0.297,False,False,False,True,False,False,False,False,False,False
10.263,0.863,62.54,0.775,0.078,0.9,0.906,0.134,False,False,False,True,False,False,False,False,False,False
7.54,0.552,51.2,0.679,0.19,0.85,0.584,0.237,False,False,False,False,False,False,True,False,False,False
10.032,0.9,68.8,0.846,-0.211,0.855,0.82,0.321,False,False,False,True,False,False,False,False,False,False
8.214,0.789,56.7,0.553,-0.147,0.793,0.461,0.315,False,False,False,False,True,False,False,False,False,False
9.465,0.684,62.64,0.601,-0.029,0.715,0.578,0.227,False,True,False,False,False,False,False,False,False,False
9.881,0.871,65.12,0.844,0.089,0.799,0.775,0.162,False,False,False,False,False,False,False,True,False,False
8.473,0.819,54.22,0.735,0.039,0.848,0.738,0.17,False,False,False,False,False,False,False,False,True,False
10.422,0.942,71.96,0.909,0.41,0.6725000000000001,0.66,0.37,False,False,False,False,False,False,False,False,False,True
8.251,0.807,53.92,0.925,0.439,0.688,0.886,0.163,False,False,False,False,False,False,False,True,False,False
10.043,0.913,66.7,0.893,-0.053,0.81,0.808,0.149,False,False,False,False,False,False,False,False,True,False
8.049,0.775,55.6,0.763,-0.068,0.844,0.71,0.212,False,False,False,False,False,False,False,False,True,False
8.552,0.79,66.38,0.696,0.015,0.834,0.82,0.299,False,False,False,True,False,False,False,False,False,False
9.059,0.828,49.68,0.781,-0.101,0.839,0.811,0.16,False,False,False,False,False,False,False,False,True,False
10.816,0.926,71.06,0.904,0.071,0.679,0.804,0.17,False,False,False,False,False,False,False,False,False,True
10.878,0.977,71.6,0.952,0.383,0.59,0.865,0.19,False,False,False,False,False,False,False,False,False,True
7.985,0.799,50.96,0.576,-0.104,0.831,0.712,0.182,False,False,False,False,False,False,False,False,True,False
9.1235,0.599,50.1,0.968,-0.147,0.41,0.901,0.187,False,False,False,False,True,False,False,False,False,False
7.616,0.874,57.2,0.689,0.1425,0.897,0.717,0.171,False,False,False,False,False,False,True,False,False,False
10.701,0.89,66.9,0.884,-0.111,0.5065,0.754,0.251,False,False,False,False,True,False,False,False,False,False
9.83,0.891,68.14,0.851,-0.08,0.556,0.805,0.252,False,False,False,True,False,False,False,False,False,False
9.52,0.832,64.82,0.868,0.425,0.933,0.819,0.145,False,False,False,False,False,False,False,True,False,False
6.787,0.565,51.82,0.431,-0.059,0.808,0.656,0.251,False,False,False,False,False,False,False,False,True,False
9.347,0.899,64.46,0.771,-0.075,0.739,0.645,0.265,False,False,False,False,True,False,False,False,False,False
10.083,0.787,66.3,0.796,-0.141,0.962,0.714,0.312,True,False,False,False,False,False,False,False,False,False
10.518,0.931,69.3,0.85,-0.197,0.9,0.756,0.201,True,False,False,False,False,False,False,False,False,False
9.348,0.846,60.52,0.705,-0.071,0.888,0.599,0.16,False,True,False,False,False,False,False,False,False,False
10.846,0.951,70.84,0.933,0.139,0.187,0.774,0.209,False,False,False,False,False,False,False,False,False,True
